gene,p.value,logfc
Ace2,2.0682380816132964e-25,0.9678955
Mt2,1.3896901571212314e-29,1.6361994
Exoc3l4,5.844765056914883e-25,0.8894249
Sod1,3.295549201360293e-28,0.51782477
Ndufa1,1.1511399298025302e-24,0.41012654
Hspe1,5.8342987163493345e-28,0.33250654
Gm11808,2.6437656394148504e-24,0.30890954
1110008F13Rik,8.417245504270251e-28,0.3563988
Atp5l,4.753739262638901e-24,0.17388722
Mettl7b,2.4731982813382816e-27,0.9602796
Mfsd4,1.606957821536434e-23,1.8783299
Abhd17a,1.2853651189491332e-26,0.6299406
Atp5j2,2.557768500432886e-23,0.1688352
Pycard,2.202502842394275e-26,0.27604812
Gna11,4.152637339183491e-23,0.33862707
Hspd1,3.956954548493042e-26,0.45193616
Clca4b,7.856727626295509e-23,1.0134656
Defa26,5.0443685457821537e-26,1.7564236
Scin,1.34702784763509e-22,1.4279608
Eci2,2.517438116170223e-25,0.5606895
Cldn15,9.091588087663257e-23,0.37396127
Aadac,4.874469583441845e-25,0.53821707
Clec2h,2.0225432701837345e-22,0.85259116
Mrps6,2.0449711322632336e-24,0.7721963
Smpdl3a,1.7972211291583744e-22,0.63774884
Acad11,4.441050120561878e-24,0.80548316
Rps29,1.746160886784897e-22,0.17667769
H2afz,5.492877501698705e-24,0.5678291
Myo1a,2.0875863935941888e-22,0.46004072
Hspa1a,1.5233286692491992e-23,1.9548358
Gfpt1,6.655185376194364e-22,0.61313045
Cpt1a,1.4527136158540694e-23,0.67133904
Gm10250,2.438123224392305e-21,0.4272661
Gstk1,1.685856123486583e-23,0.8169773
Clic5,3.3262696888800628e-21,0.86244446
Defa-rs1,1.8023866044155678e-23,1.4513984
Ppp1r1b,3.380704690892169e-21,0.43325484
Bri3bp,2.0800304782101869e-23,0.617353
Tgfbi,4.904811199269241e-21,0.8907032
Acacb,2.8631694381058183e-22,2.255474
Npc1l1,5.276967735785848e-21,0.73537356
Ran,2.9197906181187365e-22,0.5011909
Cox7a1,5.710896511053968e-21,0.5717945
Ptpn6,3.023448961528979e-22,1.200391
Glud1,1.155240642657855e-20,0.578413
Fam132a,4.0290489369897543e-22,0.6124076
Lima1,2.248612148980045e-20,0.4121962
Dhrs1,6.394027487397216e-22,0.62099975
Reg3g,3.004662726697916e-20,1.0387437
Fmo5,1.3824976975889957e-21,0.6954696
Ezr,3.979857954751138e-20,0.5289854
Lipa,1.3510444318698235e-21,1.4563695
Gm8730,4.803683542220251e-20,0.29751834
Hsd17b4,1.9948868429068846e-21,0.58056355
Ppard,6.546738981929466e-20,0.75943935
Crot,2.8735497659553715e-21,0.7391236
Rpl10-ps3,6.491015785817151e-20,0.25147906
Scp2,3.625775076999051e-21,0.40796068
Rpl41,8.018133538803953e-20,0.16804242
Aldh1a1,4.2472205805456476e-21,0.8379378
Rpl37a,8.333079609432343e-20,0.19098233
Hjurp,5.687229523739808e-21,0.72940755
Scamp1,1.1309126878148322e-19,1.0339997
Pfkl,6.67056489865384e-21,0.82150084
Glod5,1.9039060434927483e-19,0.3284508
Pex11a,2.752710404178806e-20,0.7025852
Sdhb,2.8619252716453406e-19,0.26184896
Oaz1,3.623660169939963e-20,0.1705259
Neurl1b,5.02019498439644e-19,1.8484111
mt-Nd2,1.4392044741119497e-19,0.20839874
Fam213a,4.894403845635746e-19,1.2089018
Nhp2,1.1946936304055629e-19,0.58617157
Akr1c14,1.0210982913260422e-18,1.6311369
Lrrc59,1.6015860009760027e-19,0.43347466
Ndufv3,8.465179236885601e-19,0.2607408
mt-Nd1,1.867636987356897e-19,0.18018706
Atp5e,1.129184680693153e-18,0.18490136
Acot4,1.6680011009889428e-19,1.0597495
Slc7a9,1.4777881270467025e-18,0.5840233
Abhd6,1.7957625384051395e-19,0.7595424
Myl12b,2.0964900414560906e-18,0.33345947
Timm9,2.354705316276994e-19,0.55989254
Pdlim1,2.3451109753195e-18,0.45896885
Tomm5,3.7250990576989274e-19,0.36555824
St3gal4,2.3166191353402703e-18,0.48895705
Acox1,4.1804071294603237e-19,0.6312459
Aldh18a1,3.4679870303798286e-18,0.4901388
Pfn1,1.167216740445692e-18,0.1898005
Slc44a4,6.8007018445435696e-18,1.0099369
Hadha,1.4840819701997358e-18,0.37894586
Slc17a4,9.805210036858805e-18,0.99605453
Dmbt1,1.867796738681748e-18,0.6084457
Ceacam1,1.1891450290363934e-17,0.7155583
Tubb4b,2.7412083668526038e-18,0.4603435
Atpif1,1.3611421737686989e-17,0.1430343
Defa3,2.789060011934679e-18,1.3341966
Prdx5,1.425510331284493e-17,0.34813485
Htatip2,3.571859255097193e-18,0.57513267
Slc2a5,1.661143959277333e-17,1.0425944
Mt1,6.30524638577413e-18,0.5827451
Krt7,1.644117422629027e-17,0.7376002
Mfsd2a,9.303176741327776e-18,1.1336089
2200002D01Rik,1.9467543956988597e-17,0.3120445
Eif5a,1.0375148742767235e-17,0.2930227
Nptn,2.935247143518212e-17,0.8887229
Cebpb,1.006627628147654e-17,0.6478195
Apol10a,2.9062358302423235e-17,0.7342375
Scarb2,1.1929985259355179e-17,0.62294316
Bach1,3.5657362631644187e-17,1.1416966
Serp1,1.779675395180064e-17,0.39249066
Plac8,4.002815197907874e-17,0.33421773
Rbp2,1.9496757019830417e-17,0.68935394
Cystm1,6.820890015266684e-17,0.23581564
Cyp2c66,2.5549593093030616e-17,0.93923503
Eps8,7.083137630745516e-17,0.7978354
Rab30,2.7228044543593743e-17,1.600228
Ndufa3,7.379919112833384e-17,0.27042773
Dbi,3.037852968406967e-17,0.19525065
Kctd14,1.1996206455599783e-16,1.5107276
Ang4,3.5562515537870025e-17,0.695838
Lrrc26,1.8690238239790003e-16,1.2513978
Snrpd3,4.265148133045648e-17,0.43780863
Galm,1.834088626346124e-16,0.56963915
Chst4,4.3855336492225837e-17,1.4113357
Slc25a3,2.1091683922319361e-16,0.16879931
Capg,4.9152513390845396e-17,1.0125992
Hadh,2.42864230791959e-16,0.2531102
Psmb6,8.723829530310145e-17,0.29665527
Gngt2,3.3663759294260513e-16,1.8280247
Ppia,1.3766461497799195e-16,0.2075266
Myl6,2.552816599802805e-16,0.170108
Cyp2c65,2.535468475186535e-16,0.6911548
Tcn2,3.751667014159087e-16,0.46872768
Rpl36al,2.883404745949176e-16,0.1750424
Igfbp7,8.180249533211893e-16,5.5405807
Gale,5.751802379796823e-16,0.4741938
Tstd1,6.498696329540734e-16,0.40449306
Eif1ad,6.174789842673969e-16,0.59674495
Pklr,1.1495862145861047e-15,0.77935547
Zg16,7.876406209909045e-16,0.4768394
Sdc4,2.0681325369021427e-15,0.53100145
Psma3,1.0636466902649307e-15,0.3344053
Socs2,2.1883751645605595e-15,0.6188324
Tmem33,1.228230513095351e-15,0.4845424
Usmg5,3.190941774545489e-15,0.21360324
Tbc1d31,1.883376635477458e-15,1.1429597
Ctsb,5.4804721030045946e-15,0.2983533
Pop5,1.9404532778831387e-15,0.44342977
Muc13,5.788454629242787e-15,0.30648017
Ppara,2.3481090834274807e-15,0.7537708
Prkcd,6.647996730285175e-15,0.74991
Fkbp4,2.5055057793544995e-15,0.3354664
Rps28,6.87662791928671e-15,0.183353
Ptges3,2.6020531028273138e-15,0.49441585
Itm2b,8.105437378889971e-15,0.2686138
Acsl3,2.7632610645297506e-15,1.0149803
Calml4,9.349407829147658e-15,0.19318934
Vcp,3.070449398965314e-15,0.3153818
Elf3,9.591575066003603e-15,0.4178724
Aldh9a1,4.652886556559308e-15,0.4106133
Myo15b,9.861195841999864e-15,0.5530983
Spc24,5.471567986205247e-15,0.913207
Aplp2,1.0586611414387774e-14,0.55740684
Hsph1,6.346664320586606e-15,0.65413254
Cyp3a13,1.1264581723032141e-14,0.69503164
Fabp5,7.089728824327123e-15,1.3247502
Hspa8,1.0827948428562261e-14,0.23699959
Rab1a,7.273742856427486e-15,0.32640794
Prr15l,1.2518186206303316e-14,0.40534264
Idh1,1.3526073117527745e-14,0.431321
Krt8,1.5269636205938368e-14,0.22763929
Igf2r,1.4427236507056216e-14,0.74322605
Akr1b7,2.632922734546369e-14,1.4269689
Eef1b2,1.6440736637696467e-14,0.19105257
Rpl38,2.1795893961918156e-14,0.15412495
Hspa1b,1.6911922831612397e-14,1.8524796
Atp5h,4.052047826302599e-14,0.15621376
Tmem14c,1.8376589038221486e-14,0.2310592
1500035N22Rik,7.224689153797428e-14,1.4608561
Cox6b2,1.7985159316337005e-14,1.4770955
Tmem236,8.42638924166034e-14,0.6125772
Rnaseh2c,1.889069619345471e-14,0.45996383
Myo5b,1.2680835606980824e-13,0.5125005
Gstm3,2.4810108265869936e-14,0.6227434
Serpinb1a,1.5691905814755966e-13,0.31310526
Tmem238,2.598212620838885e-14,0.39109462
Ypel3,1.684796489021577e-13,1.024588
Ahsa1,3.0082833789077694e-14,0.48091307
Vil1,1.6551779413600905e-13,0.33426344
Hnrnpa3,4.333154617991783e-14,0.35304818
Ifi27,1.9285308082759873e-13,0.7539201
BC018473,4.207213651242087e-14,1.5360003
Ifi35,1.8956983374126308e-13,0.51614565
Lgals2,5.089015902962002e-14,0.29539838
Ano6,1.881423167123313e-13,0.5438583
Tcf23,5.321701500666971e-14,1.4934347
Cyp2u1,2.417998470725613e-13,0.9536266
Gm3336,8.637670334428657e-14,0.4886921
Gde1,2.672990096091601e-13,1.097422
Scarb1,9.660072580037661e-14,2.9490342
Prkcz,2.722387360464748e-13,0.64195263
Spink4,1.6039659839545246e-13,0.40023807
Ap1ar,2.9883587963393896e-13,0.53513026
Mrpl54,1.896307941949406e-13,0.3034139
Hpgd,3.1021608768134075e-13,0.5812472
Pebp1,1.9353529223411694e-13,0.25010583
Ush1c,3.109950611127791e-13,0.4640484
Cps1,3.1025488534844886e-13,0.36498228
Uba52,3.244507172446278e-13,0.28247392
Stip1,3.599188255029232e-13,0.5637428
Ubl5,3.4056766897220937e-13,0.21004187
Sfn,3.7459393583204636e-13,0.38824877
Pdcd4,5.147844783590719e-13,0.5535717
Lamb3,3.72759791558447e-13,1.6074027
Ctss,5.271103631073487e-13,0.5447959
Gm933,4.663129349387107e-13,2.2761173
Eci3,5.875222864075496e-13,0.9904187
Dynll1,7.028207502472264e-13,0.44414338
4933404O12Rik,8.800293471177189e-13,2.8941875
Mrpl20,7.981669152215099e-13,0.269668
Prkag2,7.712795604240407e-13,0.6739054
St3gal6,8.26896729997999e-13,0.6287556
Ivns1abp,8.764312379114649e-13,0.43102914
Dus2,8.696943688727991e-13,0.74210036
Rpl36,1.3208223682867235e-12,0.1587301
Slc27a4,9.369953421209612e-13,0.51559407
Gchfr,1.5107055781439073e-12,0.89476895
Banf1,1.0364818652142695e-12,0.32040587
Guca2a,1.5411356451268687e-12,0.86911714
Mif,1.3250539681706494e-12,0.3431582
Gng12,1.4440330294992724e-12,0.30371898
Pcbp1,1.3871996936731904e-12,0.283295
Ndufa13,1.609962307002417e-12,0.16904955
Cacybp,1.3771350253705419e-12,0.44599932
Cdc42ep5,1.6026392049580062e-12,0.32856908
Hmgb1,1.4549766934796731e-12,0.43293145
Eef1a1,1.641308349835365e-12,0.1134117
Ranbp1,1.5986511712910125e-12,0.41327995
Anxa2,1.8709479281299947e-12,0.30634966
Lsm4,2.4902359339799254e-12,0.30993214
Ndufb11,2.1821224746990583e-12,0.16775002
Gal3st2,3.2046260602155222e-12,0.7642019
Igf2bp2,2.32451894001232e-12,1.0564698
Acot7,3.2136414407983573e-12,0.5949857
AA986860,2.7538069951919217e-12,0.7851844
Tspan13,3.232234959772217e-12,0.6460935
Slc16a6,2.9495869967944215e-12,0.9633914
Hsd11b2,3.231033789828902e-12,0.8566769
H2-Q2,3.122105725989189e-12,0.5171214
Hras,3.328136239011071e-12,0.42674193
Glrx,3.4645119718466317e-12,0.3763595
Mlec,3.9648544490570345e-12,0.3245364
Uqcr11,3.4106276295722714e-12,0.14009969
Slc6a19,3.871642193899344e-12,0.9390644
Rnf186,4.039392904051197e-12,0.5057284
Tgoln1,3.9189623679236595e-12,0.43365574
Cox7a2,4.28250777120753e-12,0.11934705
Pfdn6,4.492396055670429e-12,0.37028736
Klf6,6.096249577622565e-12,0.8077516
Agpat2,5.1382172631031996e-12,0.34332287
Rpl9-ps6,7.510938976709041e-12,0.21887262
Sec14l2,8.362554941036647e-12,0.87278104
Vipr1,7.681394980953629e-12,0.5196612
Nr1h3,8.533126563154247e-12,0.5476457
Abcg8,8.56322279906704e-12,0.5847722
Gm9994,9.478756449095944e-12,2.067776
Reg3b,9.953824871753276e-12,1.1494486
Cct3,1.0159633364179663e-11,0.37185934
AY036118,9.887123829537899e-12,0.47885907
Phlda2,1.043359684219179e-11,1.145524
Akr1a1,1.0465122881005343e-11,0.17225936
Car4,1.517557604113504e-11,0.5303874
Casp1,1.049497567039954e-11,0.38263652
Ucp2,1.5701226721310433e-11,0.24681467
Fbp1,1.243640698774222e-11,0.60323596
Mrpl34,2.151796856924297e-11,0.20731209
B4galt5,1.3446095121369265e-11,0.82392323
Ahsa2,2.153322910907289e-11,0.6814544
Net1,1.4686723293692184e-11,0.4267872
Cdk2ap1,2.247210191605306e-11,0.7059785
Cdhr5,1.5025544556816347e-11,0.38833976
Mmp7,2.656738501837279e-11,1.2897829
2610507B11Rik,1.7020654687932885e-11,0.5831725
Mrto4,3.654907196718631e-11,0.6587917
Papss1,1.752190327118715e-11,0.7314011
Nceh1,4.189447936409054e-11,0.6534781
Aldh1l1,1.834879340597521e-11,0.8502737
Sdccag8,4.570592840289785e-11,0.542025
Laptm4a,1.8542947717526558e-11,0.3327057
Ndufaf4,4.827572814651991e-11,0.4169031
Bche,2.5036197527614892e-11,0.4304485
Ptma,4.9105133850918054e-11,0.35643354
B2m,2.5651095365853757e-11,0.16858025
Cidec,5.0210777697781605e-11,1.0220397
Atp5b,2.626828409881195e-11,0.17221694
Guk1,5.539444690726608e-11,0.35260236
Rps27rt,2.6597858974152088e-11,0.32872897
Sf3b5,6.151024766657417e-11,0.35727945
Ccl25,3.353665840706185e-11,0.17974137
Dnajc19,6.256106092943059e-11,0.28389832
Ifi30,3.460251383222668e-11,0.28515512
Ppcs,6.251336698339838e-11,0.45114595
Ifngr1,3.623375575606834e-11,0.4477205
Slc25a34,7.172384608888963e-11,1.4058847
Irf2bpl,4.272668100782815e-11,1.1415948
Eif5,8.251515334026923e-11,0.24946438
Cldn3,5.0523877638223247e-11,0.21531503
Sumo3,8.664667240170169e-11,0.41131642
Abi3,5.984817041051804e-11,1.2288262
Phf5a,9.391118177960037e-11,0.32907912
Rps27,5.792802896282589e-11,0.1440546
Swi5,9.917058324473981e-11,0.22640301
Camk2n1,6.086458692861955e-11,0.91850334
Glrx5,1.0585886193089962e-10,0.26517904
Svip,5.893120533302814e-11,0.41637766
Agmat,1.0651789569601574e-10,0.51702625
Dstn,6.016605067612477e-11,0.17672391
Park7,1.0942284043325342e-10,0.21789822
Gstp1,6.132478913487188e-11,0.3128525
Ostc,1.2399539101891896e-10,0.24129213
Thra,8.25041762435393e-11,0.47874755
Lpcat3,1.4997639351594823e-10,0.31466922
Coro1b,9.48484930710376e-11,0.3786709
Mrps14,1.8956054785392336e-10,0.24206166
Tm6sf2,9.960696533543153e-11,0.3430949
Hsp90b1,1.9431696347394987e-10,0.25494426
Gm3839,1.4659537552147783e-10,1.1129376
C1qbp,2.126530308168686e-10,0.32507145
Clic1,1.8250602656903827e-10,0.3449471
Grpel1,3.832747654089537e-10,0.2733284
Fuca1,1.8786552531642695e-10,0.31877163
Prdx1,3.933167003962465e-10,0.15154107
Pnpla2,2.1237383044681938e-10,0.5478453
Hif1a,4.4446793957747246e-10,0.7019629
Lad1,2.16217664807681e-10,0.34771425
Mxra7,5.003182243718407e-10,0.93777883
Fam177a,2.2586512090331736e-10,0.74236417
Cox6a2,5.462312214991635e-10,2.978991
Mgat3,2.5674436084278467e-10,0.80502903
Cfhr2,6.134503134208901e-10,2.923481
Klf10,2.7344199229819287e-10,0.81178206
Nop10,5.868068584058992e-10,0.240839
Ms4a18,2.9017298683001774e-10,0.4831436
Erich4,6.711518253000075e-10,0.4500197
Tmem176b,3.240760588588701e-10,0.46607462
Timm13,6.848867930030609e-10,0.16914387
Papss2,3.3333142387974476e-10,0.7158113
Ces1e,6.902305680407498e-10,0.6131075
Gm42418,3.453588405223649e-10,0.36060303
2310039H08Rik,7.182900233270692e-10,0.34465325
Mbnl2,3.6191988905357826e-10,0.4991003
Tm4sf4,7.369233215267113e-10,0.92838824
Fam134b,3.9565538443830577e-10,1.3336159
Srsf2,8.179702876757693e-10,0.2818056
Clta,3.6466882740641345e-10,0.19255406
Dtymk,8.081872221870865e-10,0.49905622
2310061I04Rik,3.9290764134697354e-10,0.46439382
Surf4,1.0383012274890998e-09,0.28623417
Higd2a,4.0536909361981236e-10,0.1847198
Mrpl36,1.1605556784073448e-09,0.26885116
Cyp4v3,4.554740216164518e-10,0.6101788
Ube2f,1.2729914182877588e-09,0.44629604
Tmem59,4.5731213777605085e-10,0.27386755
Ube2s,1.2891749967378122e-09,0.40227613
Ptprh,4.82984696321466e-10,0.66874987
D8Ertd738e,1.3440788912840116e-09,0.22096717
Prdx2,4.912332363170254e-10,0.19732904
Alppl2,1.405091056371282e-09,0.8443192
Gtf2b,5.288273808156302e-10,0.5255299
Pccb,1.5779305047415758e-09,0.38044474
Acat1,5.345388148635431e-10,0.30302364
Pnliprp2,1.7414928043041886e-09,1.6840886
Ift22,5.59718595474131e-10,0.9655364
Ppdpf,2.023815829864399e-09,0.23551743
Oxct1,5.44732828760701e-10,0.50560135
Kti12,2.1327638466081955e-09,0.59853005
Smdt1,5.612132502049677e-10,0.15944089
Pdap1,2.184727596328327e-09,0.34837082
Lmo7,5.715054773457593e-10,0.49591786
Tmem147,2.2631622456749077e-09,0.21495968
Rpl39,5.741416671692092e-10,0.13441078
Mrps10,2.312811235755625e-09,0.44893292
Npdc1,6.163793246412484e-10,0.8915129
Coa3,2.5778413569326105e-09,0.184824
Atp5d,6.227429923515988e-10,0.10257577
Ict1,2.8199594037521956e-09,0.3348503
Pink1,6.370027617801936e-10,0.5118181
Decr1,2.8649176110182498e-09,0.3114786
Clic6,6.694579219668947e-10,0.86715245
Srsf7,2.9491854789608506e-09,0.374894
Mgat2,7.183311429613932e-10,0.44660363
Tmem205,3.2273693185630033e-09,0.31903395
Sdha,7.27717804893806e-10,0.21455263
Tmem86a,3.239091506439866e-09,0.50315315
Junb,8.011228132851171e-10,0.5990522
Tmem97,3.6603298455281726e-09,0.37295222
Frat2,8.035869466534338e-10,0.6265299
Parm1,3.7490392362058545e-09,0.8721199
Ndufa7,8.473696241530041e-10,0.18090251
Hpdl,3.907715533974532e-09,0.7854916
Prkg2,9.133437898534244e-10,0.65511024
Etfdh,4.220443625730835e-09,0.38307542
Grb7,9.20661068403157e-10,0.6990122
Odc1,5.023055048699678e-09,0.30983093
Lct,9.763648698373632e-10,1.1469728
Psmb5,5.297513264174496e-09,0.22415872
Tmem252,9.74149247452409e-10,0.60374635
Taf10,5.403069396303807e-09,0.31312174
Rnf128,9.560291527374022e-10,0.3367372
Tsfm,5.479271357531435e-09,0.39054677
Wdr89,9.62309314031135e-10,0.19095483
Hist1h2bc,5.89307936920182e-09,0.3126182
Maf,1.0228601139926573e-09,0.5061676
Ppic,5.972533746428617e-09,0.865015
Bhlhe40,1.0414865401175806e-09,0.7102909
Cdca3,6.6601050953317245e-09,0.6735685
Clca3b,1.1453576261035672e-09,0.8501677
Defa23,7.651591389010257e-09,1.4933807
Tmc5,1.1742984412240419e-09,0.8482592
St13,8.38013550568008e-09,0.3346173
Atp5f1,1.1910953840277428e-09,0.14143214
Cenpw,8.312978688510411e-09,0.6531389
Gm1123,1.3316898829871987e-09,0.2952927
Nudc,8.591641876534463e-09,0.40586597
Rnaset2b,1.5382928701701844e-09,0.41811693
Alyref,8.875124727104414e-09,0.51105934
Rfk,1.5572952330336454e-09,0.31760514
mt-Nd4,9.595852979282585e-09,0.10627032
Atp5a1,1.914254344279456e-09,0.12523814
Akr1c19,1.0588928820046216e-08,0.37904665
Edn2,1.980603516074525e-09,0.7356513
S100a5,1.1619348975378877e-08,2.063106
Tfrc,2.01969528783447e-09,0.3986137
Dnajc3,1.3239311018579185e-08,0.3289662
Rps2-ps6,2.0488838876532e-09,0.29023007
Efr3b,1.3429620191753188e-08,1.4449915
Add1,2.1564508757528206e-09,0.48227048
Ppa1,1.3709883146174328e-08,0.19332835
4930402H24Rik,2.401096345152294e-09,1.077852
Cenpa,1.3663724140696896e-08,0.87628764
Rorc,2.4214017166403407e-09,0.9075026
Mydgf,1.392603758384541e-08,0.25741908
Apoc3,2.5764938906257946e-09,0.54435873
Mrps26,1.3976768053851472e-08,0.32805702
Gpd2,2.590575730783231e-09,0.42752728
Obfc1,1.3877319762299922e-08,0.8026923
mt-Co1,2.7050050507185176e-09,0.10253671
Sec13,1.4485226218587153e-08,0.26460028
Iqgap2,2.6798060684745968e-09,0.5158513
Grhpr,1.5037023448147317e-08,0.39706564
Fam3b,3.032164959652472e-09,0.9064185
Mrpl16,1.6401693912154705e-08,0.4105821
Fth1,3.142261590456155e-09,0.22874787
Eif3b,1.7981268857826076e-08,0.36564082
Arhgef26,3.19538304954547e-09,0.6954185
Akr1b3,1.7919565113376572e-08,0.47067502
Ndufb5,3.202489437495678e-09,0.12963943
Mrpl51,1.831899019666173e-08,0.20060632
Trappc2l,3.274824491472815e-09,0.34937477
Nucks1,1.8304271370266857e-08,0.44783804
Chmp4c,3.365453659335798e-09,0.37291473
Slit2,1.9696759267721935e-08,1.6901898
Psme2b,3.3803676010586175e-09,0.44133
Stk16,1.9736802086214133e-08,0.32949966
Rassf7,3.54140227541197e-09,0.52683145
mt-Cytb,2.1304599702268507e-08,0.09836688
H2-T3,3.5832161686406396e-09,0.3785447
Fam136a,2.29012180009049e-08,0.3228019
Morf4l1,3.637575189847152e-09,0.3795894
Llph,2.397398401034742e-08,0.30078506
Pdzk1ip1,3.968131719509654e-09,1.275773
Map2k3,2.4711179084528187e-08,0.3406209
Cldn23,3.930339994171733e-09,0.6767507
