,logFC,P.Value,adj.P.Val
Rpl10-ps3,0.20396143,1.1660636308237148e-74,1.249465621003972e-72
Cycs,0.36252928,3.54843080147443e-101,7.698342527692613e-99
Socs2,0.59596425,1.6129892287327777e-74,1.7178824070618852e-72
Set,0.33990937,6.643002921580469e-100,1.373382239305101e-97
AA467197,1.4142079,2.732199436226708e-72,2.8077743095211664e-70
Phb2,0.30115622,1.6549691086858513e-99,3.38171769150424e-97
Rpl28,0.12287752,1.5768292562303666e-72,1.629977677631543e-70
Psma3,0.4395195,4.3917646604757836e-99,8.480931909729774e-97
Pkm,0.46556422,3.2511694515093815e-72,3.30247403302742e-70
Lyar,0.55522555,3.8183833752313015e-99,7.455605672548852e-97
Uqcrh,0.14616045,5.357033610922788e-72,5.348815434360577e-70
Defa26,1.6149698,3.6045157176825498e-99,7.117096034475893e-97
Rpl38,0.14885959,5.720505095461492e-70,5.5848020023636e-68
Nudc,0.4811926,2.4905598247363187e-98,4.757239978270797e-96
Rps17,0.10883949,1.981780546817861e-69,1.9135071180895753e-67
Mpc2,0.34927303,1.2802346026827992e-95,2.3434961117650865e-93
Pabpc1,0.21802849,9.206569860000102e-69,8.651714018704909e-67
Defa-rs1,1.4440323,1.027278192089312e-94,1.861068007173761e-92
Rps27rt,0.36035073,1.1808566905393255e-68,1.0979468054416701e-66
Hsd17b11,0.7695661,2.5085996413316206e-93,4.408362149712057e-91
Id2,0.9829818,3.4219952064497757e-68,3.132016758486558e-66
Defa21,0.71647996,5.902762095961932e-93,1.027022161508307e-90
Rpl15,0.13994503,7.075562942762721e-68,6.409219979029346e-66
Ahsa1,0.49850568,1.6291035865942917e-92,2.806689934041322e-90
Atp5g2,0.15626991,1.801059090901293e-67,1.6230775079183809e-65
C1qbp,0.33496547,6.93757374938267e-92,1.1722498413259775e-89
Ppard,0.76826453,3.510992313134042e-67,3.1319120770916e-65
Tmem238,0.424097,1.0241636065384485e-91,1.7140597197809673e-89
Fam234a,0.64850533,3.3255198897533993e-67,2.9816000521753306e-65
Tmem266,1.2911928,1.623855592846478e-89,2.666917227391697e-87
Gm11808,0.23973468,1.2617611516683797e-66,1.1198448847610321e-64
Tuba4a,0.62633926,3.335819161526226e-89,5.42781019680559e-87
Rpl6l,0.27623764,2.2920075231246137e-66,2.0138724101934417e-64
Pop5,0.45222592,5.316129927770371e-89,8.570674423918231e-87
Rpl3,0.13683733,7.541978511970986e-66,6.561147940141889e-64
Ces1f,1.5424361,7.540501876034211e-89,1.1937769321400827e-86
Ptms,0.43112922,6.798397169485848e-65,5.688963498065468e-63
Tomm40,0.46215066,9.1988976329444e-89,1.4305506911834685e-86
Igfbp7,6.7427387,6.118422486755668e-63,4.8431999261151955e-61
Defa22,0.67635363,7.813777523315436e-89,1.2259956465823408e-86
Gm9843,0.19442768,9.435752087958147e-64,7.641219882105462e-62
Eif5,0.33945307,1.7995194503046512e-88,2.7261168362244516e-86
Cox7c,0.1446407,1.99782922029294e-63,1.6104519673489835e-61
Map2k2,0.41492558,4.131677218068708e-88,6.1530477756882554e-86
Rpl27,0.14638968,6.880215552072071e-63,5.4217949729400226e-61
Taf10,0.47100237,7.560044827771133e-88,1.1071055646535177e-85
Rps24,0.102569014,3.2839891168094368e-62,2.553519502198771e-60
Odc1,0.47721434,1.7548261531694802e-87,2.5276688516104328e-85
Muc3,0.7913545,4.135099703499947e-62,3.2011500920530644e-60
Akr1c19,0.9540931,1.3801995601037764e-87,2.0044832123722034e-85
Ndrg1,1.1400913,3.287344117843633e-61,2.4687392385840236e-59
Hadha,0.47712278,3.7127325866871094e-87,5.304378028118095e-85
Ivns1abp,0.32904774,1.9489763986755065e-61,1.489102706692377e-59
Srm,0.7528849,5.354682368567893e-87,7.527826661027487e-85
Cox6b1,0.15452261,2.7769056817062695e-61,2.0943589504130593e-59
Slit2,1.8732828,9.627246747478828e-87,1.342695294392424e-84
Rpl34,0.11559173,2.5127423141160304e-61,1.903293995084526e-59
Abcd3,0.6307526,1.933260559781606e-86,2.6750541588222173e-84
Sord,0.6559653,4.4377313219211956e-61,3.318478830643454e-59
Psmb6,0.34947678,1.661863299036908e-85,2.2638700584477197e-83
Rplp0,0.10295389,1.8768892043419272e-58,1.3573075715185467e-56
Defa3,1.4548587,5.411928926033923e-85,7.259834123449934e-83
Ndufa1,0.3255697,2.796734433928075e-58,2.0060005798946147e-56
Cyp4a10,4.0680256,1.0277226790105416e-82,1.3579075667858834e-80
Clca3b,0.50600725,2.0912684655314473e-57,1.4299556710032734e-55
St3gal6,0.8368448,3.1787869630010237e-83,4.231880553092196e-81
Myl12b,0.37687233,4.1534905333622277e-57,2.80728035164517e-55
Mrto4,0.55974036,2.302211795653449e-82,3.0191617824640342e-80
Rpl31,0.11157365,1.790163656636033e-55,1.1738263409725749e-53
Tmem147,0.38174185,4.629658850418695e-82,6.026444072474647e-80
Cox6a1,0.16471261,2.4561388952998042e-55,1.5985825484112394e-53
Ppp1r14b,0.42471126,1.73833885572197e-81,2.2136107762030565e-79
Gm42418,0.4198965,5.1758547109369834e-55,3.3439446630623385e-53
Cgref1,0.8832814,1.2619360331266458e-81,1.6186862708127407e-79
Muc13,0.3252714,2.7030238007677263e-54,1.714810009057446e-52
Slc25a20,0.9386014,3.1823395931259716e-81,3.994518119285907e-79
Nptn,0.7298365,4.617463030624578e-52,2.798023373695369e-50
Gale,0.6113332,1.210412001757275e-80,1.4979274723155349e-78
H2afv,0.1930188,1.7628498478931625e-51,1.0501206907466627e-49
Hspa1a,1.706474,1.7566861382966672e-79,2.1437670491866202e-77
Serpinb6a,0.46621528,3.826791429893556e-51,2.2566512012590422e-49
Gstm3,0.93817186,4.8038200465853055e-79,5.8218985985271425e-77
Gltscr2,0.30874646,5.2919695267585017e-51,3.089560813745088e-49
Ppa1,0.38739982,4.481940552748281e-78,5.394598721468873e-76
Lypd8,0.31789297,2.2854078132977954e-49,1.2785117717354298e-47
Phlda2,1.7591667,4.569445971287735e-78,5.462508439009481e-76
Ypel3,1.0858506,6.2233206761610745e-49,3.449918430352636e-47
Acaa1b,1.9663658,2.856410423132556e-77,3.368838950718685e-75
Trim2,0.40771103,9.429009739091921e-49,5.194231603293491e-47
Hras,0.5122728,8.108392158738532e-77,9.499251693700815e-75
2010107E04Rik,0.1776794,3.441947431233455e-48,1.8842785734911372e-46
Hsp90b1,0.41629088,4.1886402091115526e-76,4.8109133591318505e-74
Gpi1,0.29843506,8.018000953504747e-48,4.348775640615399e-46
1110008F13Rik,0.31703344,5.1073876741728e-76,5.828059973911599e-74
Igf2bp2,0.79106414,1.3255179526930535e-47,7.145192325973934e-46
Pgp,0.41937184,6.103468964969676e-76,6.919758717510459e-74
Atp1b1,0.23284982,2.8574383428033443e-46,1.4856143194699163e-44
Prmt1,0.49200603,1.9355291183297835e-75,2.180323922846749e-73
Klf10,0.8396192,5.57470459895012e-46,2.856101571934416e-44
Cct3,0.41332442,2.3436137448211596e-75,2.623205371830716e-73
Rps25,0.09012491,5.064609563491103e-46,2.6023504052406186e-44
Cct7,0.42078975,4.057111095653546e-75,4.512380587589859e-73
Dhrs3,0.65609765,2.5554299402307993e-45,1.2685471847366055e-43
Psmb5,0.3500815,5.855433906780147e-75,6.431096252740469e-73
Atp1a1,0.27107757,6.521535060783787e-45,3.2101662639538796e-43
Pxmp4,0.8306595,4.3245297561529326e-75,4.779557321061351e-73
Rps12-ps3,0.15995246,7.662482817205662e-45,3.7507746670405315e-43
Ucp2,0.3350091,5.1634469079384065e-74,5.466099548988049e-72
Fth1,0.19382538,5.209779812134878e-44,2.481069394001252e-42
Lpcat3,0.5709174,1.4477670321814805e-73,1.5234497039835423e-71
Ppargc1a,1.1880857,7.820696833150191e-44,3.704396373287016e-42
Hspa5,0.46632046,2.088830871625464e-73,2.1849419587544214e-71
Rps20,0.094590686,3.430906391137579e-43,1.607768480305618e-41
Timm9,0.48378462,6.225288658696509e-73,6.473195124217382e-71
Cox4i1,0.10945382,1.2494786327852207e-42,5.732921152463364e-41
Ldha,0.36272764,2.8711566352344376e-72,2.933420671568301e-70
Gngt2,1.7865878,2.9854210034563487e-42,1.3591399817030676e-40
Hint1,0.17892931,3.818009961295877e-72,3.833936517134425e-70
Arid5b,0.6951474,3.836103543461287e-42,1.7240881731264755e-40
Etv4,1.8804065,3.513827764172319e-72,3.548764097689664e-70
Higd2a,0.21695937,4.884723463343058e-42,2.1897766689114173e-40
H2afz,0.2684606,2.4041272284450115e-71,2.386877276014926e-69
Rplp1,0.084904015,6.065413648759987e-42,2.6984180772065635e-40
Sdf2l1,0.6323344,2.989900882081798e-71,2.9517712472372716e-69
Cyba,0.45094168,9.081624525885934e-42,4.0098338641556166e-40
Cyc1,0.27635413,3.5277794714027624e-70,3.4633334441877512e-68
Cox7a2l,0.15702875,1.1301578920015836e-41,4.965066159035957e-40
Mydgf,0.40565473,1.4076831485698192e-69,1.3666970149070403e-67
Rps10,0.08514862,2.66644292541912e-41,1.162714678123826e-39
Pdia6,0.44658482,2.2923798322213875e-69,2.201310972220024e-67
Ndufa6,0.19083291,1.1888150757806862e-40,5.0339873076371083e-39
Tuba1b,0.4551151,4.382251761752217e-69,4.162665416717389e-67
Rpl17,0.08692137,1.5573298753187337e-40,6.562819640042232e-39
Tmem14c,0.2968995,4.151253330486905e-69,3.9646725422090424e-67
Rps21,0.11788256,3.2621333493062042e-40,1.364892127318046e-38
Prdx1,0.27177602,6.049154846504172e-69,5.715150436431065e-67
Glud1,0.34378427,3.481037547803931e-40,1.4530231075429567e-38
Psmb3,0.32341376,9.56523699822396e-69,8.940952647329238e-67
Gm2000,0.2149813,2.3031227336130976e-39,9.456256027519385e-38
Mrpl12,0.26149893,3.3028607077528938e-68,3.038804775777047e-66
Rpl30,0.086159125,2.608135521364887e-39,1.0683628325628241e-37
Rexo2,0.51244324,2.8874055535832072e-68,2.6705461996377735e-66
Rpl26,0.08644881,3.345374729904418e-39,1.36716907275838e-37
Park7,0.2606561,6.645187735037181e-68,6.050563941337221e-66
Thra,0.44510105,6.544812470120133e-39,2.6500458418760626e-37
Psmd7,0.42703897,1.8281861503753704e-66,1.6144078000274568e-64
Tifa,0.8507219,9.902417366160727e-39,3.991173861824368e-37
Ppia,0.15282224,3.004583304579093e-66,2.6268429060382286e-64
Gapdh,0.2150397,1.0196290046489147e-38,4.090853995135931e-37
Pfdn6,0.36154103,8.900917516832367e-66,7.705212981443113e-64
Rps13,0.07695508,1.8360288467217834e-38,7.324690847755942e-37
Tomm22,0.26644245,1.1031333127965068e-65,9.502628287143634e-64
Ctdsp2,0.4823923,3.135125060111246e-38,1.2436467873890503e-36
Gm15308,0.6085456,2.6784720962306115e-65,2.2960385437590505e-63
Gpx1,0.23662151,4.5638172093004324e-38,1.806305401329651e-36
Uchl3,0.4978308,3.4461909222459693e-65,2.9398016056615737e-63
Svip,0.49259642,4.8307598213306976e-37,1.8374662844208735e-35
H2-Q10,1.2385823,4.042283855039574e-65,3.431645129691325e-63
Sh3bgr,1.6897105,6.946937925601966e-37,2.6197111623734627e-35
Tagln2,0.32967693,6.0103133157650165e-65,5.077847879708588e-63
Csrp2,0.18715018,6.006778403068998e-37,2.2749378637312825e-35
Tmem97,0.4585301,6.066813941384528e-65,5.101058439806235e-63
Gas6,0.6308332,2.780992634549739e-35,9.933004790028976e-34
G0s2,3.588482,4.2167380298431674e-64,3.4789078590814077e-62
Ubl5,0.19081847,3.49912860663802e-35,1.2422260000898975e-33
Pcbp1,0.29903278,2.5290876323671213e-64,2.106334453250589e-62
Dlgap4,0.70721865,1.6420573556014671e-34,5.748182053781789e-33
Nolc1,0.47243592,3.366745586831441e-64,2.790746235725892e-62
2310001H17Rik,0.5166138,5.1109474736342855e-34,1.7645320226753495e-32
Snrpd1,0.29905316,5.7574626776918105e-64,4.727845403508327e-62
Sh3bgrl,0.42672768,7.85644765662845e-34,2.7017877626209735e-32
Psmb2,0.3260672,8.186298978729033e-64,6.6910619513118745e-62
Ndufa13,0.16663907,1.3250399763309801e-33,4.530141537755703e-32
Alyref,0.46207836,9.423305768303971e-64,7.641219882105462e-62
Eif4a2,0.32173198,2.1369064452212833e-33,7.221510954206464e-32
Aars,0.4256449,2.409991575633972e-63,1.9338256602107667e-61
Rpl13-ps3,0.29422775,3.0370884558370067e-33,1.0224282650272744e-31
Cdk2ap1,0.56118107,2.5745890151112797e-63,2.0565114892068417e-61
Rps11,0.062006734,3.376557744451357e-33,1.134536314402365e-31
Pex11a,0.7816378,3.901585038390379e-63,3.1023780036033544e-61
Rps2,0.06682552,5.897125769984642e-33,1.9516043532192111e-31
Hspa9,0.28885776,1.2889284024646776e-62,1.0111758400228473e-60
Smpdl3a,0.47597113,7.51708379565463e-33,2.4737399539520376e-31
mt-Nd2,0.19186492,2.1631954209241915e-62,1.6895036947511475e-60
Irf2bp2,0.4074092,1.2491981410103112e-32,4.0879253132167966e-31
Stip1,0.4745954,5.981098984644155e-62,4.6099058095241994e-60
Mxd4,0.72448623,2.4135657154737835e-32,7.825385667531512e-31
Adprhl1,3.5404932,2.3548280159064806e-61,1.7914022824036616e-59
Abi3,1.2690307,3.4006003371163963e-32,1.0924817134213241e-30
Snrpd3,0.32903823,1.0797176457472677e-61,8.28553632695054e-60
H2-T23,1.0101805,3.9620500205115967e-32,1.2705311133293849e-30
Slc35b1,0.5595727,6.99139643753713e-61,5.205924135459321e-59
Slc17a4,0.8716797,4.210514433023548e-32,1.3477480898273736e-30
Hsd17b4,0.53427714,9.012666820197899e-61,6.682683292461505e-59
Ano6,0.49884805,4.488851330237204e-32,1.429032326562652e-30
Eif4a1,0.25422558,1.7686231128518313e-60,1.305882939585934e-58
Tcea3,0.43985358,6.367894745354721e-32,2.009030778458142e-30
Psma4,0.3557319,3.496774850343616e-60,2.5710805207149942e-58
Rpl13,0.06778341,6.549914898584507e-32,2.0627536651044002e-30
Timm13,0.24507654,1.2052890163684095e-59,8.825226618600858e-58
Ceacam1,0.38394502,1.1932536020060607e-31,3.724519635533305e-30
Ang4,0.6812982,1.2674702242098091e-59,9.242014211634429e-58
Snhg18,0.45865393,1.413664386732941e-31,4.389103227572081e-30
Gstt2,0.47725862,1.756488141532128e-58,1.275486202939838e-56
Gsdmc2,1.1696819,1.8010932355195322e-31,5.543014260557747e-30
Cnbp,0.2859295,2.3879485732252727e-58,1.719812306446218e-56
Vsig10,0.47308984,1.582479926589782e-31,4.887332117743803e-30
Eif3b,0.4068217,3.1634884163711224e-58,2.25983666426381e-56
H3f3a,0.103754774,1.6737596631706928e-31,5.160171677350629e-30
Higd1a,0.38177478,4.802378138396536e-58,3.4166878957911873e-56
Scamp1,0.7011589,2.4164357561780604e-31,7.397913857720741e-30
Ncl,0.25330397,5.699593307506905e-58,4.0386674674523724e-56
Rpl9,0.07089337,3.8258501271566127e-31,1.1571715023153727e-29
Acsl3,0.6969137,6.0016593275730626e-58,4.235628890098049e-56
Camk2n1,0.6364013,1.1023043959606738e-30,3.2446893048939564e-29
Aadac,0.5617322,7.982966413646428e-58,5.611386751480347e-56
2200002D01Rik,0.38179216,1.0904658705016757e-30,3.2206313852648653e-29
Ces2e,0.5787089,1.1853881947336185e-57,8.299134161774453e-56
Rpl7a-ps5,0.22054058,1.4344738064115405e-30,4.2013347000116674e-29
Vcp,0.34268174,1.4152327029120767e-57,9.869001701696002e-56
Sectm1b,1.5009367,1.980066772854373e-30,5.741866897585792e-29
Acacb,1.8998722,1.7033057403133965e-57,1.1784327470286346e-55
Mboat1,1.9671116,2.2178790533687883e-30,6.420887743797317e-29
Banf1,0.29049987,1.7472447101992157e-57,1.2040914232286595e-55
Bach1,0.7186419,1.9034045978328394e-30,5.528682478961403e-29
Cpt2,0.5499152,1.4403628287630412e-57,1.0004543869507084e-55
Sema4g,0.42402363,2.430306312801549e-30,7.024304742575924e-29
Fkbp3,0.38361096,1.9824179902015967e-57,1.3608215367895569e-55
Tkfc,0.37444192,3.2399534347571416e-30,9.349047899669498e-29
Atp5g1,0.17128327,3.018784596988155e-57,2.0561667334446844e-55
Gsdmc3,1.7950436,4.96774944384344e-30,1.4217957813788397e-28
Psma7,0.2685892,3.2774956627376843e-57,2.2237618255324066e-55
Rps16,0.06638201,4.738681862253127e-30,1.360667587669513e-28
Mgst1,0.30800694,1.5801232408515306e-56,1.0638891077196914e-54
Bhlhe40,0.7464427,5.5254134686079435e-30,1.5762677091533668e-28
Coq4,0.67485905,2.7934528452219854e-56,1.8736391927132042e-54
Papss1,0.55189466,1.0370313655447296e-29,2.925160864641659e-28
Tomm20,0.21017614,3.6613012587757762e-56,2.4463896205500652e-54
Rpl6,0.07158706,2.389468812613074e-29,6.675697208910898e-28
Pa2g4,0.36070597,4.185919420003503e-56,2.7863318927167253e-54
Vipr1,0.44687384,4.409775899790823e-29,1.2203620769610099e-27
Cyp2c66,1.828844,5.044817855690591e-56,3.345380535020783e-54
Pik3r1,0.3752407,5.80425410809461e-29,1.5962152964248293e-27
Mars,0.7643337,5.115825491566502e-56,3.379714336966095e-54
Ctss,0.50584865,5.894176111187717e-29,1.6184118250297147e-27
Pfkl,0.6880869,9.095785810042104e-56,5.986525994002617e-54
Atp5e,0.12596117,8.508944635311397e-29,2.3218584483901737e-27
Ube2s,0.41802698,2.017259503297465e-55,1.3178178903883404e-53
Gm9493,0.24691637,9.326698036916464e-29,2.5371217430763627e-27
Cox6b2,0.8604565,4.299651532704023e-55,2.7881098296755646e-53
Slc25a36,0.6541338,1.087055012302073e-28,2.947965699256841e-27
Ptges3,0.32856748,5.339013884128397e-55,3.4367212815307076e-53
Uba52,0.19572037,1.2858560780313862e-28,3.481717851963875e-27
Tmem54,0.40647605,1.5605551712454194e-54,1.0008626286239328e-52
Gsdmc4,0.8742293,1.5158565725713376e-28,4.091881344054703e-27
Asns,0.6817073,1.8107161203818726e-54,1.1570805230352963e-52
Lgr4,0.44580927,2.0523006881303614e-28,5.514538225155175e-27
Nhp2l1,0.27069408,2.4191352323228836e-54,1.5402704144061606e-52
Eif4b,0.23501255,2.8486649300225744e-28,7.607840245484301e-27
Rbm8a,0.33984596,3.6356216190247965e-54,2.2899203839112096e-52
Amph,1.0111374,4.229412813242506e-28,1.1227110478415493e-26
Mrpl36,0.32425505,3.988188475276147e-54,2.5030155741438473e-52
Pfdn5,0.15761693,4.626295988940642e-28,1.2225248032128406e-26
Cyp2c65,0.9801474,3.5955660618304693e-54,2.272837496566433e-52
Cox5b,0.11889239,4.712569261431679e-28,1.2415889000170749e-26
Crls1,0.61463505,5.646140806174321e-54,3.530947771775849e-52
Krt18,0.30035996,4.784233150738413e-28,1.2585827718252415e-26
Pdap1,0.32419577,8.036802512027508e-54,5.008181934179411e-52
Nsa2,0.24620911,6.115890897946282e-28,1.5993236718691965e-26
Ddx39,0.40894166,1.108979275126072e-53,6.886251873424192e-52
Psmb8,0.49456516,6.822579765759773e-28,1.778830774832292e-26
Gmds,0.34882882,1.8367701424875716e-53,1.1365338631666935e-51
Cystm1,0.16007671,8.965002298410177e-28,2.3202059703970845e-26
Dnaja1,0.39424253,5.839443554905006e-53,3.6005804066787955e-51
Cyp2u1,1.1368964,1.5760135294730476e-27,4.049018385004366e-26
Ebna1bp2,0.41046315,7.388028640466226e-53,4.539504451010944e-51
Phgr1,0.24666338,1.886706180006665e-27,4.840158788504689e-26
U2af1,0.3102801,3.400274849697557e-52,2.0819871057050583e-50
Ndufa3,0.19543794,5.996133542769756e-27,1.5031391547374168e-25
Oaz1,0.13973434,4.045190566085125e-52,2.459727813765187e-50
Wls,0.5220531,7.076310389581905e-27,1.7663636715358355e-25
Eif2s1,0.40652528,3.862758476494301e-52,2.3569532884525814e-50
Limk2,0.43565285,8.02814361853523e-27,1.998279997287813e-25
Bri3bp,0.47810552,4.668853308469621e-52,2.819441896554524e-50
Clic1,0.24549775,9.218899792126808e-27,2.29142469656357e-25
Edf1,0.22432187,6.6438804225542204e-52,3.9983873515597714e-50
Akr1a1,0.14241642,1.0745225024040128e-26,2.663269948483176e-25
Sod1,0.3357611,9.402062740497139e-52,5.63899141770499e-50
Cobl,0.7036149,1.4744123157418075e-26,3.6390235427711773e-25
Nt5c,0.29896283,1.0871841778555877e-51,6.498329101175593e-50
Plcb3,0.30501384,3.6443466505412424e-26,8.882399956998787e-25
Serp1,0.41288596,2.849854058719869e-51,1.6919082896582517e-49
Rorc,1.0119392,4.578817026358063e-26,1.1083133829778271e-24
Eif6,0.30823803,3.6127256194011664e-51,2.1375901451089798e-49
