,logFC,P.Value,adj.P.Val
Timm21,-0.081456,0.17595387244242602,0.39028916963130805
Sept7,-0.049184933,0.33179142207352985,0.5585038761775835
Ttll13,-0.877837,0.17590754932367494,0.3902567054999293
Senp1,-0.08097747,0.3317146603632396,0.5584615564823922
Rock1,-0.06907166,0.17572330242322495,0.3899130343429822
Lbhd1,-0.15681334,0.3315985727164231,0.5583196050920478
Hid1,-0.23644993,0.17562660250919626,0.38983027483820964
Lonp2,-0.074317314,0.33096757171958713,0.5576846426146616
Tmem108,-1.1152827,0.17547277670364417,0.3895380375206088
Sdsl,-0.04107502,0.33074719455592083,0.557420202352661
Oas1a,-0.20590803,0.17541258313843852,0.3895028207596386
Pten,-0.05268718,0.3307091997808935,0.5574096266784617
Rspry1,-0.12351144,0.17528100913616032,0.38925984753566856
2610204G07Rik,-1.9297483,0.3301117602640986,0.5567764625320093
Hnf1b,-0.1644934,0.17506721561576738,0.38883419868754804
Aste1,-0.1469973,0.3300519005628718,0.5567749457321767
Brap,-0.12665787,0.1746599297161851,0.38812581498514426
2810425M01Rik,-1.4086426,0.3300791774106764,0.5567749457321767
Apobec1,-0.42199618,0.17435380075871101,0.3875925794728436
Ceacam12,-1.996212,0.3300456874443005,0.5567749457321767
Gm26860,-18.581245,0.17435081746234787,0.3875925794728436
Derl3,-0.46307442,0.329849362227596,0.5565475604825294
Scube3,-18.851473,0.17420042169192124,0.38734961538556645
Hddc2,-0.055133007,0.32942141905239286,0.5559322574673677
Rdh10,-0.1505758,0.1739867080914491,0.3869723353108511
Gprc5b,-0.6620193,0.32928436937154204,0.5558067151835502
Nos2,-0.60789347,0.17382365882372958,0.38670757773254844
Dxo,-0.07573685,0.3289806875907909,0.5556663575742566
D130051D11Rik,-1.3817953,0.1737910802689128,0.3866840533762477
B4galt2,-0.8939633,0.328650873920624,0.5551998776682786
Caml,-0.09905853,0.17368019412885924,0.38650944511688756
Hivep1,-0.11919126,0.3285791850008267,0.5551506603230005
Rhbdf1,-0.18318686,0.17353905539868836,0.3863189537016912
Adal,-0.16229942,0.3279062990468168,0.554120337835341
A930015D03Rik,-0.7777651,0.1734271315621455,0.38611871062227077
Mtmr9,-0.25760785,0.32787024352039973,0.5541126937280231
Rwdd2b,-0.1364341,0.1734182413199561,0.38611871062227077
Calu,-0.07045005,0.3276302610999541,0.5538193392898169
Pde8b,-0.19211154,0.17340852127633122,0.38611871062227077
Dnaaf5,-0.15790603,0.3276336340554792,0.5538193392898169
Smurf2,-0.14662509,0.17338440215026307,0.38611871062227077
Gm19265,-1.0366871,0.32754033080823786,0.553768157907751
Tmem255a,-18.559494,0.17339327573337662,0.38611871062227077
Bcl11b,-0.05059481,0.32719353120713646,0.553280433136984
1700020I14Rik,-0.06615668,0.1733610695870367,0.38611871062227077
Pdcd10,-0.05416837,0.3267237897906654,0.5526534948494911
Zfp429,-0.25993377,0.17335560551374246,0.38611871062227077
Rmdn1,-0.10750547,0.32668908222918025,0.5526479824810728
Cped1,-0.40311354,0.17310483731948614,0.3857432546557608
Entpd6,-0.08083949,0.32635121006134027,0.5523422724075828
Abcc12,-19.432005,0.1730136803194621,0.3856611444489261
Slc2a9,-0.32129246,0.32598892180009187,0.5519506182034356
Gm16230,-0.62066126,0.17285437516992466,0.3854295057557526
Rnf113a1,-0.14075969,0.32586714639250236,0.5518950812987128
B4galnt3,-1.3250337,0.17281370055343456,0.3854295057557526
RP23-78N8.4,-0.64920616,0.3256053739721164,0.551558052517062
Mgea5,-0.09853972,0.17258158144346997,0.3850372795184715
Smc5,-0.09428591,0.32558165980509846,0.551558052517062
Wdr81,-0.29988787,0.17247359108017546,0.38487344965738707
Nqo2,-0.08186309,0.32554568706002485,0.551558052517062
Gm26789,-19.219715,0.17238206160013345,0.3847180554355023
Cd68,-0.33239233,0.3246418458844339,0.5502441317252273
Ms4a5,-18.694986,0.17206194481761458,0.3841499880929921
Bbs10,-0.35853705,0.3246233043621515,0.5502441317252273
Synm,-18.26748,0.1720413725504704,0.3841499880929921
Ccdc89,-0.75377685,0.3246221773458835,0.5502441317252273
Clock,-0.09375532,0.17189500871489746,0.3839236131350906
A430073D23Rik,-0.54003525,0.32414442063930715,0.5496130744784392
Smim15,-0.0879615,0.1716423664623384,0.38345681487956684
Sdf4,-0.04466235,0.32397762452982526,0.5494359524894867
Chrnb1,-0.46172458,0.17160692404211308,0.38342637968112564
Zdhhc21,-0.076766394,0.323389620931794,0.5485449622233992
Gm21992,-0.5400515,0.17144996182384925,0.3831731119331684
Rpap1,-0.10471433,0.3231052186148522,0.5481683729212973
Soga1,-0.4776564,0.1714192049691983,0.3831531021271587
Ube2z,-0.07076849,0.3229426246015703,0.5479983335383735
Zfp808,-0.51877403,0.17140664111023626,0.3831531021271587
Ctbs,-0.19180812,0.32287394631177924,0.5479876239653174
Rnf213,-0.15816839,0.17130536139632085,0.38299607071470054
Fbxl2,-0.7464044,0.3223352792193275,0.5472848175576079
P2ry10,-18.614922,0.17128246899849275,0.382993615944842
Aldh3b2,-0.7287729,0.32208393622283943,0.5469637621998412
Tmem88,-0.8060801,0.17112281048894842,0.38268530780380383
Ppp2r1b,-0.111658566,0.3220278486167363,0.5469213669413266
Aph1b,-0.5587352,0.17095741656336655,0.3825101453104202
Rnf225,-0.6110023,0.3219556990035283,0.5468516816730139
Smad1,-0.08259724,0.1708348095177211,0.3822844909785958
Ttc12,-2.0700896,0.32099730557057765,0.5453819637234614
Mettl15,-0.18882014,0.17075561116444238,0.38220460514491733
Casp8,-0.05982577,0.3205352763768937,0.5447549721248697
Aldh1l2,-18.843887,0.17051674303634481,0.38171856374238056
Mbnl3,-0.11586211,0.3198793050805827,0.5438505251723181
C030034I22Rik,-0.21943861,0.1704540411019984,0.3816754414227087
Tmem57,-0.07246307,0.31979824337814367,0.5437803197867481
Gm15965,-18.906433,0.17023274292400317,0.3813256840539844
Gm7334,-1.0135441,0.3198070679449179,0.5437803197867481
Znhit1,-0.065295964,0.17018987006389255,0.3813256840539844
Amfr,-0.07820901,0.3193031047530202,0.5433966162913834
1700020N18Rik,-18.849632,0.170170733251143,0.3813256840539844
Arl5a,-0.086013205,0.31918274869133717,0.5432444012351446
Baz2a,-0.08713114,0.17002193211314282,0.3810943851229341
Slco1c1,-2.1583996,0.31906294471575397,0.5431457064312646
Dock10,-1.7309216,0.16998651283770444,0.3810943851229341
Smpd2,-0.07211802,0.3189831016415764,0.5430623953833968
Gm15657,-18.399302,0.16994881317519647,0.38107828173124
Ptrh1,-0.13223161,0.3184578786462888,0.5422732850243442
Abhd15,-18.82768,0.16967031651433304,0.380502357338741
Plce1,-0.09946906,0.31843582426207817,0.5422732850243442
Cd33,-19.398624,0.169627822026266,0.3804556115465951
Fam207a,-0.07638155,0.317706910870177,0.5413617322526539
Gm11266,-1.027868,0.169472820360082,0.3801564810043044
Dcst1,-18.667904,0.317449324934954,0.540975270275596
Ces1e,-0.18484575,0.1693425290697862,0.3799612185065568
Rcn3,-18.763102,0.317449324143522,0.540975270275596
Pard6a,-0.18800457,0.1690517215808936,0.3794056070678216
Rbm44,-19.274277,0.31744932402575887,0.540975270275596
Enpp6,-18.928837,0.16902056406009494,0.37938413235765084
Tmem178b,-18.227581,0.3174493236530282,0.540975270275596
Pcdhb9,-18.678396,0.16889646285354548,0.37915400379731157
Gm43077,-18.262228,0.317449322667353,0.540975270275596
F13a1,-19.271442,0.1688775571777781,0.37915400379731157
RP23-316J6.4,-18.713554,0.3174493226370667,0.540975270275596
Lpar2,-0.45901752,0.16877914554343507,0.37898746800853367
Akap12,-18.313734,0.3174493225601053,0.540975270275596
Gnptab,-0.14566496,0.16869365603243552,0.3789344065033774
Fndc8,-18.373035,0.3174493224727314,0.540975270275596
Zc2hc1a,-0.27009296,0.1686793970660766,0.3789344065033774
Chst3,-18.82635,0.317449322355762,0.540975270275596
Pcdhgb6,-18.921703,0.16865739995057727,0.3789344065033774
Gm26577,-18.200956,0.3174493220341787,0.540975270275596
Rft1,-0.18780752,0.1683059152780371,0.37831156935033844
Gm15601,-18.347534,0.31744932193901265,0.540975270275596
Gimap4,-1.2580161,0.16827233674611722,0.3782844791658587
Hes2,-18.366488,0.3174493214376816,0.540975270275596
Gm13565,-19.026463,0.16810045740864243,0.3779947969343664
Abca14,-18.903027,0.31744932141386656,0.540975270275596
Snx5,-0.056398265,0.1680612691236307,0.3779550399679501
Ugt1a6b,-18.93372,0.3174493213932377,0.540975270275596
Adgrl2,-0.1444252,0.16801951914517838,0.3779550399679501
Pkd2l2,-18.63936,0.31744932132094045,0.540975270275596
Lin7b,-18.853374,0.16804360967669127,0.3779550399679501
Hist2h2aa2,-18.63936,0.31744932132094045,0.540975270275596
4632404H12Rik,-0.22841568,0.16793295516404036,0.37790828801353327
Rapgef4os3,-17.924019,0.3174493211654687,0.540975270275596
Camk4,-0.8245614,0.16791265353994161,0.37790828801353327
Mir155hg,-17.924019,0.3174493211654687,0.540975270275596
9330160F10Rik,-0.48463356,0.1678061220663992,0.3777679968066658
Nnat,-18.807123,0.3174493209987724,0.540975270275596
Golga4,-0.06987897,0.16780400880427263,0.3777679968066658
Garnl3,-18.807123,0.3174493209987724,0.540975270275596
Sh3d21,-0.32623473,0.16759247396876967,0.37749113831316383
Il1b,-18.807123,0.3174493209987724,0.540975270275596
Pebp4,-18.507727,0.16759721510950346,0.37749113831316383
Gm19345,-18.807123,0.3174493209987724,0.540975270275596
AU021092,-18.986458,0.16752692081280735,0.37749113831316383
Gm17224,-18.911535,0.317449320745611,0.540975270275596
Dusp1,-0.34605,0.16745223413662141,0.37745486281206364
9530052E02Rik,-18.294815,0.31744932073421994,0.540975270275596
AW551984,-19.020617,0.16743774377411746,0.37745486281206364
Tcp10b,-18.99708,0.3174493207291842,0.540975270275596
Metap1d,-0.11401475,0.16738721900764034,0.37745486281206364
4930445N18Rik,-18.22735,0.3174493205954576,0.540975270275596
S1pr1,-19.147663,0.16738806235129258,0.37745486281206364
1810011H11Rik,-18.83328,0.3174493205166511,0.540975270275596
Zfp583,-18.631329,0.16734876536057533,0.37745486281206364
Gpr174,-18.83328,0.3174493205166511,0.540975270275596
CAAA01147332.1,-1.0433793,0.1672426613097896,0.377369708166016
Cnrip1,-18.83328,0.3174493205166511,0.540975270275596
Kl,-19.199905,0.1672704286964931,0.3773839059549972
Havcr2,-18.83328,0.3174493205166511,0.540975270275596
Foxp4,-0.083136566,0.1671439986419837,0.3773408900482502
Angpt1,-18.83328,0.3174493205166511,0.540975270275596
Upk3a,-0.5725711,0.16714215294777426,0.3773408900482502
Gm29264,-18.83328,0.3174493205166511,0.540975270275596
Sprr2a3,-0.7644971,0.16707987571683014,0.37729306810226887
Gpr137b-ps,-18.83328,0.3174493205166511,0.540975270275596
Prox2,-0.9005926,0.16705064364400163,0.37729306810226887
Mir142hg,-18.83328,0.3174493205166511,0.540975270275596
Mgat4c,-0.90982264,0.16704282530443507,0.37729306810226887
Sh2d1b1,-18.83328,0.3174493205166511,0.540975270275596
Rftn1,-18.703306,0.16706310563350882,0.37729306810226887
Rapsn,-19.504774,0.31744932018892075,0.540975270275596
Cep170,-0.9970857,0.166928546232791,0.37719369203405373
Art3,-18.828873,0.3174493201502737,0.540975270275596
Nupl1,-0.27056277,0.1668513407336757,0.3770677225711012
Lamb1,-19.085104,0.3174493197294859,0.540975270275596
Zc3h12d,-0.2518033,0.16680680014628713,0.3770155497068429
Cfap44,-18.385656,0.31744931972806656,0.540975270275596
Tmem62,-0.34461567,0.16680424979314415,0.3770155497068429
Gm10065,-18.355713,0.31744931951126226,0.540975270275596
Etv6,-0.09232152,0.16678376346015936,0.3770155497068429
Gm28505,-18.057823,0.3174493195042537,0.540975270275596
Rpgrip1l,-0.25681022,0.1667687525175946,0.3770155497068429
Gm43543,-18.009836,0.3174493194359506,0.540975270275596
Dzank1,-19.084213,0.16677509358968207,0.3770155497068429
RP23-216D14.4,-18.012636,0.31744931930968084,0.540975270275596
Mical3,-0.2017947,0.1666712539837406,0.37695160183478427
Cd80,-18.938894,0.3174493192663252,0.540975270275596
Frmd4a,-0.19810247,0.16657926789903377,0.37679205493496204
Mcpt4,-20.154352,0.31744931914108804,0.540975270275596
Gm26632,-18.890549,0.16651095328420729,0.37674817955215667
Trp53cor1,-19.086605,0.31744931895371825,0.540975270275596
Gm43625,-0.8976421,0.1664184466070273,0.37674817955215667
Gm9754,-18.611479,0.3174493189175658,0.540975270275596
Gna14,-1.4983956,0.16625264547019575,0.3765379222641771
Aff3,-18.580694,0.31744931889592587,0.540975270275596
Cyp4x1,-18.848825,0.1662874080696951,0.37656812139288043
Atp8b3,-18.082018,0.3174493186551691,0.540975270275596
Tecpr2,-0.30380747,0.1662444634180169,0.3765379222641771
Mtap7d3,-18.082018,0.3174493186551691,0.540975270275596
Gm26792,-18.424334,0.16623675709366242,0.3765379222641771
Plcxd3,-18.857319,0.3174493185599852,0.540975270275596
9430098F02Rik,-18.690502,0.1661451412477334,0.3764399906068101
Fat4,-18.173105,0.31744931851061914,0.540975270275596
Zfc3h1,-0.12841222,0.16603875940956198,0.3763445271642245
Fam212a,-18.173105,0.31744931851061914,0.540975270275596
Gm26660,-1.4080899,0.16597019157515258,0.37623763887385914
Uba1y,-18.27888,0.3174493184254745,0.540975270275596
Zcchc18,-19.411257,0.165912398526411,0.37617379713097754
Gm9887,-19.274895,0.3174493183505462,0.540975270275596
Stxbp3,-0.1152798,0.1657834454312873,0.37605685898593155
F930017D23Rik,-18.804289,0.31744931834183443,0.540975270275596
Gm26617,-18.859842,0.1657522590026282,0.3760346562681623
Chodl,-18.676613,0.3174493181894977,0.540975270275596
Kazald1,-0.6799235,0.1656759353801427,0.37596732023415
Jam2,-18.442621,0.31744931805056364,0.540975270275596
Gm14540,-19.116083,0.1657098443662631,0.3759869716008188
6430571L13Rik,-17.94715,0.31744931791715597,0.540975270275596
St3gal1,-0.4290674,0.16562881833949963,0.37596732023415
Gm42586,-19.131367,0.31744931785688807,0.540975270275596
Faim2,-0.3272213,0.16546044656933828,0.375717016324731
Kcnc1,-18.999714,0.3174493178338853,0.540975270275596
Fkbp15,-0.16412617,0.16545069866737255,0.375717016324731
Dgki,-18.072462,0.3174493175950599,0.540975270275596
Gm28913,-18.642847,0.16546258404012365,0.375717016324731
Brsk2,-18.317324,0.3174493175781077,0.540975270275596
Spag6,-19.117714,0.1654066584558878,0.375717016324731
Klre1,-18.855402,0.3174493175593799,0.540975270275596
Mov10,-0.27357146,0.16537103746821688,0.375717016324731
Them7,-18.392244,0.3174493174939872,0.540975270275596
Dnajb7,-0.6803874,0.16535417772824385,0.375717016324731
Zfp286os,-18.867239,0.3174493172591051,0.540975270275596
Dhrs9,-19.087374,0.1653332859130366,0.375717016324731
Figf,-18.125443,0.3174493171914272,0.540975270275596
Gm5447,-18.843672,0.1653207462307391,0.375717016324731
E130111B04Rik,-18.125443,0.3174493171914272,0.540975270275596
Spi1,-18.484663,0.16524856847767436,0.375717016324731
Slc16a4,-18.26081,0.31744931714832775,0.540975270275596
Gm42846,-18.990335,0.16523791111019237,0.375717016324731
RP24-185P7.1,-18.620441,0.31744931712123875,0.540975270275596
Tex264,-0.09083841,0.16513498446999825,0.375717016324731
Gm26786,-18.72857,0.3174493171197483,0.540975270275596
Mtmr4,-0.17104012,0.1650813803891049,0.375717016324731
Gm17597,-18.731113,0.31744931707454827,0.540975270275596
Ccdc190,-0.7469115,0.16505108164108717,0.375717016324731
Sycp2l,-18.906086,0.3174493170657562,0.540975270275596
Gm10550,-18.902601,0.16508436526398257,0.375717016324731
Gm11205,-18.441004,0.3174493169469446,0.540975270275596
Alox8,-19.491426,0.16506667022935573,0.375717016324731
Otop1,-18.59639,0.31744931686194044,0.540975270275596
Gm9936,-18.421034,0.16506195801066406,0.375717016324731
Tacstd2,-18.89412,0.31744931682242555,0.540975270275596
Rsph4a,-18.577969,0.16496877104884575,0.375717016324731
Cmya5,-18.60946,0.3174493167047279,0.540975270275596
Rlim,-0.11725593,0.16482474783382928,0.3755303116405915
Gm15890,-18.8585,0.31744931649331404,0.540975270275596
Gm17146,-1.7273834,0.16471731664536987,0.37535329524228284
Ampd1,-18.743626,0.3174493164553871,0.540975270275596
Akr1c18,-19.276003,0.164706069237295,0.37535329524228284
Cfap206,-18.743626,0.3174493164553871,0.540975270275596
Efna2,-0.5782899,0.16464050533719224,0.3753475154874375
Olig3,-19.32503,0.31744931631596013,0.540975270275596
Cep85l,-18.808575,0.1646498105004478,0.3753475154874375
Cpxm2,-19.37996,0.3174493162939017,0.540975270275596
Ndnf,-18.94792,0.16459132573497587,0.3753475154874375
A730056A06Rik,-18.490742,0.3174493162825545,0.540975270275596
Fhl2,-0.07409448,0.1645480728076006,0.3753475154874375
Gm15893,-18.982445,0.3174493162667307,0.540975270275596
9530036O11Rik,-0.6972706,0.16446752666996672,0.3752516029825143
Pard3bos1,-17.989803,0.31744931616566463,0.540975270275596
Gm9530,-1.4225075,0.16442460203742307,0.3752219241898864
Ly6c1,-18.610132,0.31744931616082067,0.540975270275596
Platr27,-0.3727125,0.16440772335084133,0.3752219241898864
Gm10680,-17.790941,0.3174493161592358,0.540975270275596
Gm13481,-1.2415757,0.16439288723645937,0.3752219241898864
Dscam,-18.547682,0.3174493161263058,0.540975270275596
Rsg1,-18.734537,0.16443316668675328,0.3752219241898864
Pcdhga2,-18.704205,0.31744931606685683,0.540975270275596
Gm27162,-18.793499,0.16438443444458845,0.3752219241898864
Rnf183,-18.704205,0.31744931606685683,0.540975270275596
Chil6,-2.2076614,0.16431730685427515,0.3752011477845864
Gad1,-18.113077,0.3174493158868291,0.540975270275596
RP23-474C17.2,-18.610865,0.16424891283045528,0.3751404544120355
Gm43251,-18.401794,0.31744931583481895,0.540975270275596
RP23-182F18.2,-0.9405683,0.1641658749949531,0.375082805517325
Cfhr2,-19.031506,0.31744931578698854,0.540975270275596
1110002J07Rik,-18.850788,0.16420144669918518,0.375082805517325
Trim30b,-18.98334,0.31744931571239426,0.540975270275596
Ly6g6f,-0.80799645,0.1640947172989374,0.375082805517325
1700020D05Rik,-18.545233,0.31744931568439755,0.540975270275596
Gm44447,-19.105215,0.1641258201143694,0.375082805517325
Ccer2,-18.540236,0.31744931561458245,0.540975270275596
Cd5,-18.256546,0.16412551673372408,0.375082805517325
Them5,-18.609278,0.3174493154392795,0.540975270275596
Pla2g12b,-0.20646359,0.16407710135186657,0.375082805517325
Cacna1b,-18.121508,0.31744931543271004,0.540975270275596
Cadps,-18.621634,0.16407156761574485,0.375082805517325
Crnde,-18.988312,0.31744931531025977,0.540975270275596
Gm26590,-0.69786114,0.16402461893095904,0.375082805517325
Ak5,-18.988312,0.31744931531025977,0.540975270275596
Gpr18,-18.971018,0.16404085790811523,0.375082805517325
Ccdc85c,-18.571102,0.31744931517213104,0.540975270275596
Gm16090,-19.381401,0.16402232347047943,0.375082805517325
Rerg,-18.598509,0.3174493151558718,0.540975270275596
Wdfy3,-0.16009583,0.16397077395986176,0.375082805517325
Nt5c1b,-18.65204,0.3174493151419297,0.540975270275596
Gm16503,-18.560465,0.16393244761176648,0.375082805517325
Il9r,-18.849451,0.3174493151328976,0.540975270275596
Gm10244,-0.495811,0.16386638017227861,0.375082805517325
Klf8,-18.874392,0.31744931509949925,0.540975270275596
Zfp949,-0.23425575,0.1638326491445044,0.375082805517325
Prr33,-19.084751,0.3174493150343537,0.540975270275596
Gm43634,-18.924286,0.1638000351172627,0.375082805517325
1700019A02Rik,-18.481047,0.3174493149422045,0.540975270275596
Gm12146,-18.581219,0.16375883986840425,0.375082805517325
Dpep2,-18.533926,0.31744931493188216,0.540975270275596
Il2rb,-18.457962,0.1637578081929179,0.375082805517325
6430562O15Rik,-18.280365,0.3174493148993055,0.540975270275596
2010106C02Rik,-1.3230369,0.16370541068256017,0.375082805517325
Syt17,-18.280365,0.3174493148993055,0.540975270275596
Gm2479,-18.789461,0.16366447666592698,0.3750750976069816
Actn3,-19.077719,0.3174493147863578,0.540975270275596
Il2,-0.2865915,0.16354692830942166,0.3748545938674145
Espnl,-18.436161,0.31744931472384097,0.540975270275596
Pcdhga4,-18.576384,0.16341293828747003,0.3746452138976792
Xlr5c,-18.677769,0.31744931469708015,0.540975270275596
Mllt3,-0.115856744,0.16326801268487176,0.374361793699276
St3gal5,-18.498482,0.3174493146870083,0.540975270275596
Iqsec1,-0.2129832,0.16321256914126664,0.3742835022209942
Pzp,-19.110672,0.3174493146482956,0.540975270275596
A930006L05Rik,-18.62253,0.16309228633701828,0.3741053058086963
RP24-191C15.5,-18.909615,0.31744931454476605,0.540975270275596
Gm11273,-0.075427435,0.163065522794734,0.3741053058086963
Gm10784,-18.073536,0.3174493144543146,0.540975270275596
Shroom3,-0.08728068,0.16295969538109584,0.3740146412874466
Gm11274,-18.770393,0.3174493143030239,0.540975270275596
Dnah9,-18.812382,0.1629768818781741,0.3740146412874466
RP23-306P12.2,-18.770393,0.3174493143030239,0.540975270275596
C330002G04Rik,-19.121683,0.16294764692349634,0.3740146412874466
Epha3,-18.756874,0.31744931399782683,0.540975270275596
Hcn4,-18.992035,0.16292492621710458,0.3740146412874466
Cd28,-18.375088,0.3174493138415392,0.540975270275596
BC048507,-18.76527,0.16289826016918035,0.3740146412874466
Gm19272,-18.417385,0.31744931380391417,0.540975270275596
Gm13111,-0.4283108,0.16275074103253653,0.37390753983066605
Nlrc5,-19.092268,0.3174493136301652,0.540975270275596
Ranbp17,-19.04214,0.16272750698585864,0.3739030439673763
Fbxo2,-18.476004,0.3174493136257234,0.540975270275596
Gm8237,-18.747995,0.16268176464443412,0.37384682229588606
4932414N04Rik,-18.593369,0.3174493135109854,0.540975270275596
Atraid,-0.060954873,0.16257380174261885,0.3736964575569707
Gm9930,-18.604218,0.31744931346796734,0.540975270275596
Plppr1,-18.998394,0.16256852859344623,0.3736964575569707
Trank1,-18.316633,0.3174493134160906,0.540975270275596
Ttc21a,-18.724861,0.1625059803197371,0.37363830853836716
Fam196a,-18.053183,0.317449313414794,0.540975270275596
Cep95,-0.20009057,0.16245484072092334,0.3735696042906027
Cerkl,-18.449982,0.31744931334179655,0.540975270275596
Urm1,-0.08409841,0.16244347124831515,0.3735696042906027
BC106179,-18.695768,0.3174493132277008,0.540975270275596
Efna5,-18.96231,0.1623276235475357,0.3734725489134387
Gm26794,-18.033484,0.3174493128469994,0.540975270275596
Cyp17a1,-18.75842,0.16225140940818267,0.3734019431284065
Arhgap22,-18.704073,0.31744931279088506,0.540975270275596
Zfp959,-0.22192138,0.16217642756310874,0.3734019431284065
Tmem52b,-18.416538,0.31744931272231747,0.540975270275596
Nat1,-19.342274,0.16215037356654757,0.3734019431284065
Gm42420,-18.8858,0.317449312359155,0.540975270275596
4932430I15Rik,-18.913212,0.16215022855432681,0.3734019431284065
Il12rb2,-17.946056,0.31744931234062795,0.540975270275596
Hoxd4,-0.5629149,0.16209629895561758,0.3734019431284065
Rspo3,-18.62717,0.31744931228442436,0.540975270275596
Zcchc24,-18.444845,0.1620098361405902,0.3732789891829804
Gm4981,-18.62717,0.31744931228442436,0.540975270275596
A330032B11Rik,-18.90232,0.1619682939482945,0.3732322094877235
Slc25a31,-18.446405,0.3174493122723843,0.540975270275596
Gm2026,-18.548853,0.16196530161023343,0.3732322094877235
Fam92b,-18.456509,0.317449312158924,0.540975270275596
Gpr85,-18.825142,0.1619477366802918,0.3732322094877235
9930022D16Rik,-18.458963,0.3174493121500516,0.540975270275596
Ctdsp1,-0.090149164,0.16185690720443605,0.3731223180248662
Blk,-17.567608,0.3174493119678721,0.540975270275596
Tradd,-0.10255257,0.16180279072463927,0.3730643283580429
Dnah7a,-18.205532,0.31744931187037984,0.540975270275596
Sprr2a2,-18.438898,0.1617955745442063,0.3730643283580429
Gm28513,-18.73165,0.31744931183408404,0.540975270275596
RP23-32A8.10,-19.394154,0.16178838477643265,0.3730643283580429
Ddn,-18.864492,0.31744931180435965,0.540975270275596
Ucn2,-18.781977,0.16171907690000029,0.3730492699348523
Gm28959,-18.389025,0.3174493117778693,0.540975270275596
Tulp1,-18.950544,0.16168494224104546,0.37301949455190914
Gfpt2,-18.360073,0.3174493117265826,0.540975270275596
Vwf,-0.6154059,0.16164542296147874,0.37297728698819144
Tbx15,-17.786232,0.3174493115893377,0.540975270275596
Ltb4r1,-1.3832957,0.1616194143084387,0.37297728698819144
Bcl2a1d,-18.949942,0.3174493115099458,0.540975270275596
Vash1,-18.660229,0.16141378822349026,0.3727364652367141
Pax5,-17.914528,0.3174493114910027,0.540975270275596
Mat2b,-0.0685753,0.16130407133596916,0.3725810259709498
Zfp641,-18.572231,0.3174493114527276,0.540975270275596
Olfr920,-1.9464877,0.16126898945138735,0.3725810259709498
Tespa1,-18.462793,0.3174493114102149,0.540975270275596
Gm16160,-18.650335,0.16126733172299468,0.3725810259709498
Tmprss3,-18.272623,0.31744931134214416,0.540975270275596
1700001J03Rik,-18.932037,0.16121337497220903,0.3725810259709498
Fam198a,-18.272623,0.31744931134214416,0.540975270275596
Pmaip1,-0.22503981,0.16115205559686566,0.37252368758270454
Gm44009,-18.347736,0.3174493112714034,0.540975270275596
Klf12,-18.525541,0.16114437805994603,0.37252368758270454
Tctex1d4,-18.846085,0.317449311252544,0.540975270275596
Htra3,-19.07408,0.16114001663275518,0.37252368758270454
Olig1,-18.776201,0.3174493111685262,0.540975270275596
Gm26785,-18.869207,0.16108125866033027,0.37251773662673293
Trpm3,-18.576633,0.317449311140451,0.540975270275596
Cxcr2,-18.777311,0.1610327250143178,0.37249283620858326
Emilin2,-18.156582,0.31744931111068403,0.540975270275596
Psme2b,-0.09599806,0.16099334456746245,0.37249283620858326
Akt3,-18.156582,0.31744931111068403,0.540975270275596
Socs5,-0.2840709,0.1607429947320592,0.37206752455564757
Ms4a2,-18.156582,0.31744931111068403,0.540975270275596
RP23-9K14.6,-18.81546,0.1607408693250091,0.37206752455564757
Fcgr3,-18.156582,0.31744931111068403,0.540975270275596
Gm29095,-18.848953,0.16074049241575905,0.37206752455564757
Ms4a6d,-18.156582,0.31744931111068403,0.540975270275596
Notch3,-1.8471426,0.1606293327926897,0.37206752455564757
RP23-6I17.1,-18.156582,0.31744931111068403,0.540975270275596
Edem2,-0.10408732,0.16058837441054874,0.37206752455564757
Cd34,-18.156582,0.31744931111068403,0.540975270275596
Fam167a,-18.279913,0.16057757283063903,0.37206752455564757
Cd4,-18.895409,0.31744931105235885,0.540975270275596
Lncenc1,-18.538631,0.16057344766006368,0.37206752455564757
Btla,-18.207848,0.31744931100118884,0.540975270275596
1700112J05Rik,-18.863548,0.16055144632973636,0.37206752455564757
Sit1,-17.964016,0.3174493109342571,0.540975270275596
Fam81a,-19.052069,0.16042494581456315,0.3720173624702188
Coro2b,-17.937761,0.31744931086098155,0.540975270275596
Tmem161a,-0.12233342,0.16039628640720383,0.37199999221773694
Sgce,-17.937761,0.31744931086098155,0.540975270275596
Gdap1l1,-18.660273,0.16038361017360372,0.37199999221773694
Gm11381,-17.937761,0.31744931086098155,0.540975270275596
Slc26a8,-18.767776,0.16027841192148992,0.37187384904889653
Gbp5,-18.3961,0.31744931083013034,0.540975270275596
Eln,-18.86028,0.1602235650806395,0.37187384904889653
St6galnac3,-18.3961,0.31744931083013034,0.540975270275596
Gm3002,-18.624254,0.16018757585115898,0.37185948090256493
Erp27,-18.3961,0.31744931083013034,0.540975270275596
Paqr6,-18.624254,0.16018757585115898,0.37185948090256493
Cnih3,-18.520483,0.31744931069436866,0.540975270275596
Arl16,-0.16485097,0.16007177333905762,0.37173797712267204
Olfml3,-18.491806,0.317449310641772,0.540975270275596
Tmem151b,-18.660236,0.16001736576800374,0.37166074129541765
Plin4,-18.270195,0.3174493106063316,0.540975270275596
